Condition Code,Condition Name,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
111287006,Tricuspid valve regurgitation (disorder),Dual Eligible,Government,"$11,508","$11,508",$460,0.0%,25
48724000,Mitral valve regurgitation (disorder),UnitedHealthcare,Commercial,"$11,451","$11,451",$458,35.4%,25
36923009,Major depression  single episode,UnitedHealthcare,Commercial,"$11,404","$11,404",$285,96.1%,40
86849004,Suicidal deliberate poisoning,Medicaid,Government,"$10,793","$10,793","$1,079",4.2%,10
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),UnitedHealthcare,Commercial,"$10,626","$10,626",$287,85.7%,37
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Anthem,Commercial,"$10,548","$10,548",$173,68.6%,61
109989006,Multiple myeloma (disorder),Dual Eligible,Government,"$10,343","$10,343",$123,28.4%,84
111287006,Tricuspid valve regurgitation (disorder),Medicaid,Government,"$10,286","$10,286",$490,4.4%,21
275408006,Postoperative renal failure (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$10,222","$10,222","$5,111",100.0%,2
86849004,Suicidal deliberate poisoning,Cigna Health,Commercial,"$10,043","$10,043","$1,255",58.4%,8
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Blue Cross Blue Shield,Commercial,"$9,636","$9,636",$201,66.0%,48
86849004,Suicidal deliberate poisoning,Anthem,Commercial,"$9,610","$9,610","$1,602",32.1%,6
86849004,Suicidal deliberate poisoning,Dual Eligible,Government,"$9,522","$9,522",$952,1.8%,10
47505003,Posttraumatic stress disorder,Blue Cross Blue Shield,Commercial,"$9,022","$9,022",$84,54.0%,108
36923009,Major depression  single episode,Medicare,Government,"$8,836","$8,836",$252,27.2%,35
414667000,Meningomyelocele (disorder),Blue Cross Blue Shield,Commercial,"$8,806","$8,806",$881,69.7%,10
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),Medicaid,Government,"$8,435","$8,435",$562,5.9%,15
24079001,Atopic dermatitis,Aetna,Commercial,"$8,433","$8,433",$169,86.6%,50
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),UnitedHealthcare,Commercial,"$8,269","$8,269",$207,45.4%,40
262574004,Bullet wound,Dual Eligible,Government,"$8,153","$8,153",$90,26.2%,91
65710008,Acute respiratory failure (disorder),Dual Eligible,Government,"$8,088","$8,088",$809,2.6%,10
24079001,Atopic dermatitis,Humana,Commercial,"$8,068","$8,068",$165,80.5%,49
91861009,Acute myeloid leukemia  disease (disorder),Medicare,Government,"$8,059","$8,059",$672,5.0%,12
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Dual Eligible,Government,"$7,846","$7,846",$191,18.3%,41
287185009,Attempted suicide - cut/stab,Medicare,Government,"$7,840","$7,840","$1,960",0.0%,4
95417003,Primary fibromyalgia syndrome,Blue Cross Blue Shield,Commercial,"$7,834","$7,834",$237,49.1%,33
262574004,Bullet wound,UnitedHealthcare,Commercial,"$7,757","$7,757",$90,38.7%,86
24079001,Atopic dermatitis,UnitedHealthcare,Commercial,"$7,680","$7,680",$202,47.8%,38
414667000,Meningomyelocele (disorder),Cigna Health,Commercial,"$7,369","$7,369",$526,68.8%,14
69896004,Rheumatoid arthritis,UnitedHealthcare,Commercial,"$7,115","$7,115",$105,51.7%,68
24079001,Atopic dermatitis,Blue Cross Blue Shield,Commercial,"$7,030","$7,030",$185,72.9%,38
233604007,Pneumonia (disorder),Humana,Commercial,"$6,969","$6,969","$1,162",0.0%,6
15724005,Fracture of vertebral column without spinal cord injury,Aetna,Commercial,"$6,919","$6,919",$63,57.2%,109
93143009,Leukemia  disease (disorder),Medicaid,Government,"$6,805","$6,805",$124,39.7%,55
200936003,Lupus erythematosus,Medicaid,Government,"$6,788","$6,788",$86,36.2%,79
95417003,Primary fibromyalgia syndrome,UnitedHealthcare,Commercial,"$6,758","$6,758",$178,36.5%,38
287182007,Attempted suicide - suffocation,Medicaid,Government,"$6,747","$6,747","$1,125",3.7%,6
448813005,Sepsis caused by Pseudomonas (disorder),Medicare,Government,"$6,690","$6,690",$836,0.0%,8
24079001,Atopic dermatitis,Cigna Health,Commercial,"$6,661","$6,661",$162,75.0%,41
47505003,Posttraumatic stress disorder,UnitedHealthcare,Commercial,"$6,652","$6,652",$92,59.3%,72
15724005,Fracture of vertebral column without spinal cord injury,Humana,Commercial,"$6,588","$6,588",$55,43.5%,120
91434003,Pulmonic valve regurgitation (disorder),Medicaid,Government,"$6,525","$6,525",$466,1.2%,14
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),Dual Eligible,Government,"$6,490","$6,490",$270,3.0%,24
403192003,Third degree burn,Humana,Commercial,"$6,201","$6,201",$71,14.5%,87
15724005,Fracture of vertebral column without spinal cord injury,Cigna Health,Commercial,"$6,099","$6,099",$62,39.1%,99
370143000,Major depression disorder,Dual Eligible,Government,"$6,031","$6,031",$355,6.8%,17
190905008,Cystic Fibrosis,Humana,Commercial,"$5,956","$5,956",$993,52.2%,6
287182007,Attempted suicide - suffocation,Medicare,Government,"$5,883","$5,883",$980,4.0%,6
111287006,Tricuspid valve regurgitation (disorder),Humana,Commercial,"$5,867","$5,867",$489,94.9%,12
40275004,Contact dermatitis,Dual Eligible,Government,"$5,866","$5,866",$183,19.1%,32
403192003,Third degree burn,Dual Eligible,Government,"$5,865","$5,865",$72,48.9%,82
204949001,Renal dysplasia (disorder),Humana,Commercial,"$5,788","$5,788",$827,100.0%,7
111287006,Tricuspid valve regurgitation (disorder),Aetna,Commercial,"$5,528","$5,528",$503,75.1%,11
1734006,Fracture of the vertebral column with spinal cord injury,Medicaid,Government,"$5,507","$5,507",$81,34.9%,68
287182007,Attempted suicide - suffocation,Dual Eligible,Government,"$5,408","$5,408","$2,704",0.6%,2
15724005,Fracture of vertebral column without spinal cord injury,Anthem,Commercial,"$5,320","$5,320",$66,46.8%,81
15724005,Fracture of vertebral column without spinal cord injury,NO_INSURANCE,Self-Pay / Uninsured,"$5,236","$5,236",$62,100.0%,84
287185009,Attempted suicide - cut/stab,Dual Eligible,Government,"$5,174","$5,174","$2,587",0.7%,2
403192003,Third degree burn,NO_INSURANCE,Self-Pay / Uninsured,"$5,152","$5,152",$70,100.0%,74
233604007,Pneumonia (disorder),Cigna Health,Commercial,"$5,109","$5,109","$1,022",68.9%,5
204949001,Renal dysplasia (disorder),UnitedHealthcare,Commercial,"$5,095","$5,095",$510,100.0%,10
200936003,Lupus erythematosus,Dual Eligible,Government,"$4,995","$4,995",$100,21.3%,50
410429000,Cardiac arrest (disorder),Medicare,Government,"$4,893","$4,893",$132,20.8%,37
127295002,Traumatic brain injury (disorder),Blue Cross Blue Shield,Commercial,"$4,695","$4,695",$522,24.8%,9
1734006,Fracture of the vertebral column with spinal cord injury,Medicare,Government,"$4,665","$4,665",$75,32.7%,62
414667000,Meningomyelocele (disorder),UnitedHealthcare,Commercial,"$4,588","$4,588","$2,294",30.9%,2
403192003,Third degree burn,Aetna,Commercial,"$4,526","$4,526",$70,23.6%,65
403192003,Third degree burn,Cigna Health,Commercial,"$4,492","$4,492",$70,21.3%,64
91434003,Pulmonic valve regurgitation (disorder),Medicare,Government,"$4,443","$4,443",$494,9.6%,9
403192003,Third degree burn,Blue Cross Blue Shield,Commercial,"$4,429","$4,429",$73,16.8%,61
287185009,Attempted suicide - cut/stab,Cigna Health,Commercial,"$4,416","$4,416","$1,104",100.0%,4
53827007,Excessive salivation (disorder),Medicaid,Government,"$4,396","$4,396",$366,13.6%,12
111287006,Tricuspid valve regurgitation (disorder),Anthem,Commercial,"$4,387","$4,387",$487,66.7%,9
15724005,Fracture of vertebral column without spinal cord injury,Blue Cross Blue Shield,Commercial,"$4,257","$4,257",$67,51.7%,64
86849004,Suicidal deliberate poisoning,NO_INSURANCE,Self-Pay / Uninsured,"$4,198","$4,198","$1,049",100.0%,4
24079001,Atopic dermatitis,Anthem,Commercial,"$4,025","$4,025",$149,59.7%,27
86849004,Suicidal deliberate poisoning,Blue Cross Blue Shield,Commercial,"$3,984","$3,984","$1,992",30.0%,2
204949001,Renal dysplasia (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$3,922","$3,922",$560,100.0%,7
403192003,Third degree burn,Anthem,Commercial,"$3,879","$3,879",$71,18.2%,55
127295002,Traumatic brain injury (disorder),Medicaid,Government,"$3,843","$3,843","$1,281",7.8%,3
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Blue Cross Blue Shield,Commercial,"$3,825","$3,825",$273,100.0%,14
91861009,Acute myeloid leukemia  disease (disorder),Dual Eligible,Government,"$3,768","$3,768",$538,0.9%,7
86849004,Suicidal deliberate poisoning,Humana,Commercial,"$3,666","$3,666","$1,833",73.9%,2
204949001,Renal dysplasia (disorder),Blue Cross Blue Shield,Commercial,"$3,633","$3,633",$454,100.0%,8
287182007,Attempted suicide - suffocation,Aetna,Commercial,"$3,544","$3,544",$886,100.0%,4
200936003,Lupus erythematosus,Anthem,Commercial,"$3,542","$3,542",$126,58.7%,28
109989006,Multiple myeloma (disorder),Medicaid,Government,"$3,507","$3,507",$125,39.9%,28
233604007,Pneumonia (disorder),Blue Cross Blue Shield,Commercial,"$3,481","$3,481","$1,160",0.0%,3
287182007,Attempted suicide - suffocation,Anthem,Commercial,"$3,446","$3,446","$1,723",20.0%,2
15724005,Fracture of vertebral column without spinal cord injury,Dual Eligible,Government,"$3,378","$3,378",$65,46.6%,52
93143009,Leukemia  disease (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$3,318","$3,318",$123,100.0%,27
287185009,Attempted suicide - cut/stab,Aetna,Commercial,"$3,260","$3,260",$815,88.4%,4
287185009,Attempted suicide - cut/stab,Blue Cross Blue Shield,Commercial,"$3,192","$3,192",$798,67.7%,4
91434003,Pulmonic valve regurgitation (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$3,061","$3,061",$510,100.0%,6
403192003,Third degree burn,UnitedHealthcare,Commercial,"$2,845","$2,845",$71,16.5%,40
233604007,Pneumonia (disorder),UnitedHealthcare,Commercial,"$2,839","$2,839",$946,20.0%,3
15724005,Fracture of vertebral column without spinal cord injury,UnitedHealthcare,Commercial,"$2,836","$2,836",$58,34.4%,49
91434003,Pulmonic valve regurgitation (disorder),Cigna Health,Commercial,"$2,835","$2,835",$472,86.0%,6
1734006,Fracture of the vertebral column with spinal cord injury,Humana,Commercial,"$2,831","$2,831",$86,71.4%,33
204949001,Renal dysplasia (disorder),Aetna,Commercial,"$2,804","$2,804",$401,100.0%,7
287185009,Attempted suicide - cut/stab,Anthem,Commercial,"$2,770","$2,770","$1,385",20.0%,2
1734006,Fracture of the vertebral column with spinal cord injury,NO_INSURANCE,Self-Pay / Uninsured,"$2,587","$2,587",$89,100.0%,29
233604007,Pneumonia (disorder),Anthem,Commercial,"$2,578","$2,578",$859,65.3%,3
233604007,Pneumonia (disorder),Aetna,Commercial,"$2,525","$2,525",$631,100.0%,4
127295002,Traumatic brain injury (disorder),UnitedHealthcare,Commercial,"$2,524","$2,524",$631,77.5%,4
127295002,Traumatic brain injury (disorder),Medicare,Government,"$2,512","$2,512","$1,256",0.0%,2
200936003,Lupus erythematosus,Cigna Health,Commercial,"$2,454","$2,454",$98,60.4%,25
200936003,Lupus erythematosus,Aetna,Commercial,"$2,363","$2,363",$98,58.6%,24
111287006,Tricuspid valve regurgitation (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$2,212","$2,212",$442,100.0%,5
91434003,Pulmonic valve regurgitation (disorder),Humana,Commercial,"$2,147","$2,147",$537,72.0%,4
127295002,Traumatic brain injury (disorder),Humana,Commercial,"$2,141","$2,141",$714,80.5%,3
287185009,Attempted suicide - cut/stab,Humana,Commercial,"$2,094","$2,094","$1,047",100.0%,2
448813005,Sepsis caused by Pseudomonas (disorder),Dual Eligible,Government,"$2,086","$2,086",$522,3.4%,4
127295002,Traumatic brain injury (disorder),Anthem,Commercial,"$2,078","$2,078",$416,76.1%,5
204949001,Renal dysplasia (disorder),Anthem,Commercial,"$2,047","$2,047",$409,100.0%,5
93143009,Leukemia  disease (disorder),Humana,Commercial,"$2,030","$2,030",$127,85.3%,16
91434003,Pulmonic valve regurgitation (disorder),Aetna,Commercial,"$2,002","$2,002",$500,100.0%,4
111287006,Tricuspid valve regurgitation (disorder),UnitedHealthcare,Commercial,"$1,989","$1,989",$497,80.0%,4
410429000,Cardiac arrest (disorder),Medicaid,Government,"$1,879","$1,879",$117,23.1%,16
1734006,Fracture of the vertebral column with spinal cord injury,Aetna,Commercial,"$1,874","$1,874",$94,78.4%,20
53827007,Excessive salivation (disorder),Anthem,Commercial,"$1,830","$1,830",$458,20.0%,4
93143009,Leukemia  disease (disorder),Anthem,Commercial,"$1,768","$1,768",$118,37.5%,15
287185009,Attempted suicide - cut/stab,Medicaid,Government,"$1,766","$1,766",$883,2.8%,2
91434003,Pulmonic valve regurgitation (disorder),Blue Cross Blue Shield,Commercial,"$1,747","$1,747",$437,60.3%,4
1734006,Fracture of the vertebral column with spinal cord injury,Dual Eligible,Government,"$1,737","$1,737",$91,26.7%,19
204949001,Renal dysplasia (disorder),Cigna Health,Commercial,"$1,731","$1,731",$433,100.0%,4
287182007,Attempted suicide - suffocation,Humana,Commercial,"$1,692","$1,692",$846,0.0%,2
200936003,Lupus erythematosus,NO_INSURANCE,Self-Pay / Uninsured,"$1,691","$1,691",$60,100.0%,28
53827007,Excessive salivation (disorder),UnitedHealthcare,Commercial,"$1,634","$1,634",$409,63.6%,4
127295002,Traumatic brain injury (disorder),Dual Eligible,Government,"$1,624","$1,624",$812,2.2%,2
86849004,Suicidal deliberate poisoning,UnitedHealthcare,Commercial,"$1,621","$1,621",$811,20.0%,2
93143009,Leukemia  disease (disorder),Aetna,Commercial,"$1,619","$1,619",$116,74.7%,14
1734006,Fracture of the vertebral column with spinal cord injury,Blue Cross Blue Shield,Commercial,"$1,577","$1,577",$83,63.7%,19
1734006,Fracture of the vertebral column with spinal cord injury,Cigna Health,Commercial,"$1,565","$1,565",$68,58.8%,23
93143009,Leukemia  disease (disorder),Cigna Health,Commercial,"$1,564","$1,564",$120,58.6%,13
109989006,Multiple myeloma (disorder),Aetna,Commercial,"$1,521","$1,521",$117,59.7%,13
157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder),Dual Eligible,Government,"$1,469","$1,469",$367,2.6%,4
65710008,Acute respiratory failure (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,454","$1,454","$1,454",100.0%,1
111287006,Tricuspid valve regurgitation (disorder),Cigna Health,Commercial,"$1,444","$1,444",$481,79.0%,3
1734006,Fracture of the vertebral column with spinal cord injury,UnitedHealthcare,Commercial,"$1,422","$1,422",$84,32.1%,17
127295002,Traumatic brain injury (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,420","$1,420","$1,420",100.0%,1
91434003,Pulmonic valve regurgitation (disorder),Dual Eligible,Government,"$1,362","$1,362",$454,0.0%,3
91434003,Pulmonic valve regurgitation (disorder),Anthem,Commercial,"$1,325","$1,325",$442,44.6%,3
36923009,Major depression  single episode,Dual Eligible,Government,"$1,321","$1,321",$220,10.7%,6
76916001,Spina bifida occulta (disorder),Medicaid,Government,"$1,314","$1,314",$119,51.7%,11
200936003,Lupus erythematosus,UnitedHealthcare,Commercial,"$1,300","$1,300",$130,23.3%,10
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),Cigna Health,Commercial,"$1,291","$1,291",$215,100.0%,6
157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder),Medicare,Government,"$1,270","$1,270",$127,17.3%,10
1734006,Fracture of the vertebral column with spinal cord injury,Anthem,Commercial,"$1,252","$1,252",$83,70.8%,15
200936003,Lupus erythematosus,Humana,Commercial,"$1,210","$1,210",$67,71.0%,18
129574000,Postoperative myocardial infarction (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,146","$1,146","$1,146",100.0%,1
448417001,Sepsis caused by Staphylococcus aureus,Medicare,Government,"$1,111","$1,111","$1,111",21.0%,1
278365007,Anticoagulant-induced bleeding (disorder),Humana,Commercial,"$1,043","$1,043","$1,043",0.0%,1
127295002,Traumatic brain injury (disorder),Aetna,Commercial,"$1,041","$1,041","$1,041",100.0%,1
109989006,Multiple myeloma (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$1,022","$1,022",$114,100.0%,9
91434003,Pulmonic valve regurgitation (disorder),UnitedHealthcare,Commercial,"$1,010","$1,010",$505,100.0%,2
93143009,Leukemia  disease (disorder),UnitedHealthcare,Commercial,$923,$923,$132,34.8%,7
93143009,Leukemia  disease (disorder),Blue Cross Blue Shield,Commercial,$905,$905,$129,56.3%,7
111287006,Tricuspid valve regurgitation (disorder),Blue Cross Blue Shield,Commercial,$904,$904,$452,61.6%,2
53827007,Excessive salivation (disorder),Blue Cross Blue Shield,Commercial,$898,$898,$449,100.0%,2
157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder),Humana,Commercial,$894,$894,$223,0.0%,4
410429000,Cardiac arrest (disorder),Dual Eligible,Government,$875,$875,$125,0.0%,7
109989006,Multiple myeloma (disorder),Humana,Commercial,$863,$863,$123,86.2%,7
410429000,Cardiac arrest (disorder),Cigna Health,Commercial,$847,$847,$141,58.9%,6
410429000,Cardiac arrest (disorder),Humana,Commercial,$739,$739,$123,77.3%,6
53827007,Excessive salivation (disorder),NO_INSURANCE,Self-Pay / Uninsured,$734,$734,$367,100.0%,2
127295002,Traumatic brain injury (disorder),Cigna Health,Commercial,$729,$729,$729,100.0%,1
414667000,Meningomyelocele (disorder),Anthem,Commercial,$728,$728,$121,53.8%,6
410429000,Cardiac arrest (disorder),Anthem,Commercial,$711,$711,$118,54.4%,6
79619009,Mitral valve stenosis (disorder),Medicare,Government,$695,$695,$139,0.0%,5
109989006,Multiple myeloma (disorder),Anthem,Commercial,$691,$691,$115,20.0%,6
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),Aetna,Commercial,$689,$689,$230,40.0%,3
129574000,Postoperative myocardial infarction (disorder),Aetna,Commercial,$662,$662,$662,0.0%,1
410429000,Cardiac arrest (disorder),Aetna,Commercial,$624,$624,$125,54.2%,5
410429000,Cardiac arrest (disorder),NO_INSURANCE,Self-Pay / Uninsured,$511,$511,$128,100.0%,4
109989006,Multiple myeloma (disorder),UnitedHealthcare,Commercial,$488,$488,$122,32.2%,4
109989006,Multiple myeloma (disorder),Cigna Health,Commercial,$479,$479,$120,58.3%,4
109989006,Multiple myeloma (disorder),Blue Cross Blue Shield,Commercial,$466,$466,$117,33.2%,4
