Procedure Code,Procedure Name,Payer Name,Payer Type,Total Billed,Total Paid,Gap: Billed Minus Paid,Gap as % of Billed,Number of Claims
208,(no description on file),Anthem,Commercial,"$9,656,680","$9,656,680",$0,0.0%,"70,997"
439740005,Postoperative follow-up visit (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$1,104,882","$1,104,882",$0,0.0%,"9,406"
714812005,Induced termination of pregnancy,Medicaid,Government,"$136,499,513","$136,499,513",$0,0.0%,"16,274"
243085009,Oral health education (procedure),UnitedHealthcare,Commercial,"$80,970,650","$80,970,650",$0,0.0%,"161,166"
31676001,Human immunodeficiency virus antigen test,Aetna,Commercial,"$32,741,206","$32,741,206",$0,0.0%,"17,224"
312961,(no description on file),Medicare,Government,"$5,121,038","$5,121,038",$0,0.0%,"16,417"
223470000,Discussion about signs and symptoms (procedure),Medicaid,Government,"$10,595,100","$10,595,100",$0,0.0%,"22,788"
315124004,Human immunodeficiency virus viral load (procedure),Medicaid,Government,"$2,943,396","$2,943,396",$0,0.0%,"6,350"
81733005,Dental surgical procedure (procedure),Medicare,Government,"$86,702,225","$86,702,225",$0,0.0%,"172,985"
117015009,Throat culture (procedure),UnitedHealthcare,Commercial,"$21,906,742","$21,906,742",$0,0.0%,"11,142"
308192,(no description on file),Medicaid,Government,"$3,703,190","$3,703,190",$0,0.0%,"23,235"
84100007,History taking (procedure),Anthem,Commercial,"$3,280,852","$3,280,852",$0,0.0%,"6,697"
456191000124101,Postoperative care for dental procedure (regime/therapy),NO_INSURANCE,Self-Pay / Uninsured,"$20,869,824","$20,869,824",$0,0.0%,"41,732"
183460006,Obstetric emergency hospital admission,Blue Cross Blue Shield,Commercial,"$1,650,043","$1,650,043",$0,0.0%,"12,414"
748856,(no description on file),Medicaid,Government,"$10,859,106","$10,859,106",$0,0.0%,"13,468"
1049625,(no description on file),UnitedHealthcare,Commercial,"$4,053,527","$4,053,527",$0,0.0%,"15,658"
271442007,Fetal anatomy study,Dual Eligible,Government,"$1,805,709","$1,805,709",$0,0.0%,"3,860"
310325,(no description on file),Humana,Commercial,$262,$262,$0,0.0%,871
243670,(no description on file),UnitedHealthcare,Commercial,"$52,996","$52,996",$0,0.0%,284
31208007,Medical induction of labor,Medicaid,Government,"$38,781,116","$38,781,116",$0,0.0%,"11,476"
896001,(no description on file),Medicare,Government,"$7,044,545","$7,044,545",$0,0.0%,"27,536"
104326007,Measurement of Varicella-zoster virus antibody,Anthem,Commercial,"$31,976,700","$31,976,700",$0,0.0%,"16,835"
20,(no description on file),Anthem,Commercial,"$3,203,888","$3,203,888",$0,0.0%,"23,558"
1014676,(no description on file),Medicaid,Government,"$1,103,073","$1,103,073",$0,0.0%,"2,087"
62,(no description on file),Dual Eligible,Government,"$648,856","$648,856",$0,0.0%,"4,771"
301807007,Removal of subcutaneous contraceptive,Medicare,Government,"$42,699,373","$42,699,373",$0,0.0%,"4,909"
351266,(no description on file),UnitedHealthcare,Commercial,"$663,690","$663,690",$0,0.0%,"2,548"
448337001,Telemedicine consultation with patient,Anthem,Commercial,"$384,850","$384,850",$0,0.0%,"3,770"
399208008,Plain chest X-ray (procedure),Medicaid,Government,"$180,867,992","$180,867,992",$0,0.0%,"20,017"
71493000,Transfusion of packed red blood cells (procedure),Dual Eligible,Government,"$2,662,400","$2,662,400",$0,0.0%,"1,990"
854252,(no description on file),Anthem,Commercial,"$101,994","$101,994",$0,0.0%,"5,864"
311791003,Information gathering (procedure),Medicare,Government,"$402,825","$402,825",$0,0.0%,"5,603"
14736009,History and physical examination with evaluation and management of patient (procedure),Medicare,Government,"$1,582,894","$1,582,894",$0,0.0%,"3,221"
301884003,Removal of aortic cross clamp (procedure),Medicaid,Government,"$875,414","$875,414",$0,0.0%,"1,922"
1728805,(no description on file),Medicare,Government,"$791,937","$791,937",$0,0.0%,"3,054"
26604007,Complete blood count (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$211,340","$211,340",$0,0.0%,433
198240,(no description on file),Medicare,Government,"$632,069","$632,069",$0,0.0%,855
709138001,Notification of treatment plan (procedure),Dual Eligible,Government,"$1,246,130","$1,246,130",$0,0.0%,"2,757"
2123111,(no description on file),Blue Cross Blue Shield,Commercial,"$9,148,810","$9,148,810",$0,0.0%,"6,000"
370995009,Health risks education (procedure),Anthem,Commercial,"$1,028","$1,028",$0,0.0%,"5,190"
312681000,Bone density scan (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$13,948,605","$13,948,605",$0,0.0%,"1,613"
410538000,Scheduling (procedure),Dual Eligible,Government,"$1,231,601","$1,231,601",$0,0.0%,"2,723"
309362,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,780,764","$1,780,764",$0,0.0%,"2,193"
183450002,Admission to burn unit,Aetna,Commercial,"$38,342","$38,342",$0,0.0%,80
229095001,Exercise class,Cigna Health,Commercial,"$707,245","$707,245",$0,0.0%,"1,448"
1734919,(no description on file),Medicare,Government,"$643,893","$643,893",$0,0.0%,"1,384"
431182000,Placing subject in prone position (procedure),Medicare,Government,"$55,774,475","$55,774,475",$0,0.0%,"21,169"
979492,(no description on file),Dual Eligible,Government,"$1,262,486","$1,262,486",$0,0.0%,"5,407"
183452005,Emergency hospital admission (procedure),Humana,Commercial,"$28,533","$28,533",$0,0.0%,370
169553002,Insertion of subcutaneous contraceptive,Dual Eligible,Government,"$15,975,859","$15,975,859",$0,0.0%,"1,989"
305342007,Admission to ward (procedure),UnitedHealthcare,Commercial,"$96,678","$96,678",$0,0.0%,724
305408004,Admission to surgical department,Dual Eligible,Government,"$46,963","$46,963",$0,0.0%,372
116861002,Transfusion of fresh frozen plasma (procedure),Medicaid,Government,"$223,618","$223,618",$0,0.0%,460
315639002,Initial patient assessment (procedure),Aetna,Commercial,"$2,772,005","$2,772,005",$0,0.0%,"5,689"
410770002,Administration of anesthesia for procedure (procedure),Blue Cross Blue Shield,Commercial,"$396,060","$396,060",$0,0.0%,785
24623002,Screening mammography (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$16,790","$16,790",$0,0.0%,148
15081005,Pulmonary rehabilitation (regime/therapy),Cigna Health,Commercial,"$629,645","$629,645",$0,0.0%,308
122856003,Oral examination (procedure),Blue Cross Blue Shield,Commercial,"$129,265","$129,265",$0,0.0%,254
104435004,Screening for occult blood in feces (procedure),UnitedHealthcare,Commercial,"$6,118,889","$6,118,889",$0,0.0%,"1,048"
367494004,Premature birth of newborn (finding),UnitedHealthcare,Commercial,"$141,609","$141,609",$0,0.0%,279
63697000,Cardiopulmonary bypass operation (procedure),Humana,Commercial,"$408,976","$408,976",$0,0.0%,812
313191000,Injection of epinephrine (procedure),Medicare,Government,"$2,198,467","$2,198,467",$0,0.0%,880
32485007,Hospital admission (procedure),Blue Cross Blue Shield,Commercial,"$280,200","$280,200",$0,0.0%,"2,327"
446573003,Continuous positive airway pressure titration (procedure),Dual Eligible,Government,"$227,689","$227,689",$0,0.0%,494
58000006,Patient discharge (procedure),UnitedHealthcare,Commercial,"$662,432","$662,432",$0,0.0%,"1,316"
65588006,Premature birth of newborn,NO_INSURANCE,Self-Pay / Uninsured,"$286,095","$286,095",$0,0.0%,595
314077,(no description on file),UnitedHealthcare,Commercial,"$34,204","$34,204",$0,0.0%,134
410299006,Lab findings education  guidance  and counseling (procedure),Aetna,Commercial,"$86,781","$86,781",$0,0.0%,182
617296,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$86,746","$86,746",$0,0.0%,331
301882004,Placement of aortic cross clamp (procedure),Blue Cross Blue Shield,Commercial,"$246,399","$246,399",$0,0.0%,488
433114000,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$55,871","$55,871",$0,0.0%,239
266753000,Referral for laboratory tests (procedure),Cigna Health,Commercial,"$92,522","$92,522",$0,0.0%,189
1287742003,Radiotherapy (procedure),Blue Cross Blue Shield,Commercial,"$54,234","$54,234",$0,0.0%,110
966222,(no description on file),UnitedHealthcare,Commercial,$17,$17,$0,0.0%,55
23183008,Excision of lingual torus (procedure),Medicaid,Government,"$73,301","$73,301",$0,0.0%,161
854255,(no description on file),Cigna Health,Commercial,"$7,798","$7,798",$0,0.0%,30
609588000,Total knee replacement,Medicare,Government,"$576,413","$576,413",$0,0.0%,29
197886,(no description on file),Medicaid,Government,"$5,245","$5,245",$0,0.0%,23
71493000,Transfusion of packed red blood cells (procedure),UnitedHealthcare,Commercial,"$801,184","$801,184",$0,0.0%,570
76164006,Biopsy of colon,Cigna Health,Commercial,"$2,250,879","$2,250,879",$0,0.0%,198
19589009,Radiography of mandible (procedure),Anthem,Commercial,"$199,308","$199,308",$0,0.0%,411
1999667,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$40,576","$40,576",$0,0.0%,146
86013001,Periodic reevaluation and management of healthy individual (procedure),Humana,Commercial,"$22,173","$22,173",$0,0.0%,188
979092,(no description on file),Medicare,Government,$132,$132,$0,0.0%,489
310417005,Certification procedure (procedure),Blue Cross Blue Shield,Commercial,"$169,610","$169,610",$0,0.0%,338
122856003,Oral examination (procedure),Dual Eligible,Government,"$73,006","$73,006",$0,0.0%,162
259255,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$577,$577,$0,0.0%,29
445988008,Assessment using health assessment questionnaire (procedure),Humana,Commercial,"$31,422","$31,422",$0,0.0%,62
1014676,(no description on file),Anthem,Commercial,"$196,187","$196,187",$0,0.0%,342
1998772,(no description on file),UnitedHealthcare,Commercial,"$8,215","$8,215",$0,0.0%,33
82808001,Sleep apnea monitoring with alarm (regime/therapy),Humana,Commercial,"$83,476","$83,476",$0,0.0%,164
432231006,Fine needle aspiration biopsy of lung (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$437,688","$437,688",$0,0.0%,24
311354,(no description on file),UnitedHealthcare,Commercial,"$5,474","$5,474",$0,0.0%,21
24623002,Screening mammography (procedure),Medicaid,Government,"$39,539","$39,539",$0,0.0%,389
104173009,Sputum Culture,Blue Cross Blue Shield,Commercial,"$11,437","$11,437",$0,0.0%,24
241055006,Mammogram - symptomatic (procedure),UnitedHealthcare,Commercial,"$7,403","$7,403",$0,0.0%,61
141962,(no description on file),Humana,Commercial,"$24,663","$24,663",$0,0.0%,93
112001000119100,positive screening for depression on phq9,Humana,Commercial,"$43,000","$43,000",$0,0.0%,85
86013001,Periodic reevaluation and management of healthy individual (procedure),Blue Cross Blue Shield,Commercial,"$14,430","$14,430",$0,0.0%,120
33633005,Prescription of drug (procedure),Aetna,Commercial,"$44,366","$44,366",$0,0.0%,94
412809002,Viral hepatitis screening test (procedure),UnitedHealthcare,Commercial,"$12,667","$12,667",$0,0.0%,28
1536144,(no description on file),UnitedHealthcare,Commercial,"$12,604","$12,604",$0,0.0%,48
85765000,Fiberoptic bronchoscopy (procedure),Cigna Health,Commercial,"$211,869","$211,869",$0,0.0%,33
37542007,Posttreatment stabilization  orthodontic device (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$74,500","$74,500",$0,0.0%,151
713021002,Plain X-ray of pelvis (procedure),UnitedHealthcare,Commercial,"$38,369","$38,369",$0,0.0%,76
105585,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,791","$1,791",$0,0.0%,41
26212005,Replacement of aortic valve (procedure),Cigna Health,Commercial,"$26,574","$26,574",$0,0.0%,55
171126009,Tuberculosis screening (procedure),Cigna Health,Commercial,"$23,903","$23,903",$0,0.0%,49
709979004,Doppler ultrasonography of artery (procedure),Dual Eligible,Government,"$24,626","$24,626",$0,0.0%,54
40617009,Artificial respiration (procedure),Blue Cross Blue Shield,Commercial,"$21,621","$21,621",$0,0.0%,39
999998,(no description on file),Humana,Commercial,"$7,433","$7,433",$0,0.0%,32
859419,(no description on file),Anthem,Commercial,"$4,240","$4,240",$0,0.0%,16
311354,(no description on file),Dual Eligible,Government,"$26,425","$26,425",$0,0.0%,116
197885,(no description on file),Blue Cross Blue Shield,Commercial,"$2,851","$2,851",$0,0.0%,10
349201,(no description on file),Medicaid,Government,"$5,000","$5,000",$0,0.0%,22
386395000,Preoperative coordination (regime/therapy),Humana,Commercial,$468,$468,$0,0.0%,4
105376000,Transesophageal echocardiography (procedure),Blue Cross Blue Shield,Commercial,"$14,370","$14,370",$0,0.0%,29
859753,(no description on file),Dual Eligible,Government,"$1,610","$1,610",$0,0.0%,7
171128005,Venereal disease screening (procedure),Anthem,Commercial,"$18,676","$18,676",$0,0.0%,37
854908,(no description on file),Medicare,Government,"$2,959","$2,959",$0,0.0%,13
686924,(no description on file),Aetna,Commercial,"$2,929","$2,929",$0,0.0%,11
312615,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$132,$132,$0,0.0%,14
79733001,Amputation of right leg,Medicaid,Government,"$254,306","$254,306",$0,0.0%,11
40274000,General outpatient clinic admission (procedure),Dual Eligible,Government,"$2,825","$2,825",$0,0.0%,24
1946840,(no description on file),Aetna,Commercial,"$5,353","$5,353",$0,0.0%,22
711018006,Assessment of social support (procedure),UnitedHealthcare,Commercial,"$12,667","$12,667",$0,0.0%,28
197885,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$2,469","$2,469",$0,0.0%,10
979471,(no description on file),Blue Cross Blue Shield,Commercial,"$1,504","$1,504",$0,0.0%,7
88039007,Transplant of lung (procedure),Anthem,Commercial,"$904,669","$904,669",$0,0.0%,8
1547672,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$3,807","$3,807",$0,0.0%,16
385781007,Home health aide service (regime/therapy),UnitedHealthcare,Commercial,"$2,921","$2,921",$0,0.0%,6
686924,(no description on file),Cigna Health,Commercial,"$4,016","$4,016",$0,0.0%,16
746804,(no description on file),Dual Eligible,Government,"$1,463","$1,463",$0,0.0%,7
198182,(no description on file),Humana,Commercial,$522,$522,$0,0.0%,2
856556,(no description on file),Aetna,Commercial,$492,$492,$0,0.0%,2
394894008,Pre-operative chemotherapy (procedure),UnitedHealthcare,Commercial,$948,$948,$0,0.0%,2
709640007,Doppler ultrasonography of renal vein (procedure),Humana,Commercial,"$1,853","$1,853",$0,0.0%,4
385488000,Surgical procedure on chest wall (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$1,097","$1,097",$0,0.0%,2
13995008,Amputation of right arm,Medicare,Government,"$31,149","$31,149",$0,0.0%,2
225415001,Close observation (regime/therapy),Blue Cross Blue Shield,Commercial,$496,$496,$0,0.0%,1
1656351,(no description on file),Humana,Commercial,$233,$233,$0,0.0%,1
84728005,Neurological examination (procedure),UnitedHealthcare,Commercial,$484,$484,$0,0.0%,1
636045,(no description on file),Blue Cross Blue Shield,Commercial,$209,$209,$0,0.0%,1
4525004,Emergency department patient visit (procedure),Aetna,Commercial,$116,$116,$0,0.0%,1
58390007,Allogeneic bone marrow transplantation (procedure),Anthem,Commercial,$408,$408,$0,0.0%,1
58390007,Allogeneic bone marrow transplantation (procedure),NO_INSURANCE,Self-Pay / Uninsured,$408,$408,$0,0.0%,1
200095,(no description on file),Blue Cross Blue Shield,Commercial,$261,$261,$0,0.0%,1
385488000,Surgical procedure on chest wall (procedure),Cigna Health,Commercial,$408,$408,$0,0.0%,1
198767,(no description on file),Cigna Health,Commercial,$209,$209,$0,0.0%,1
801095,(no description on file),Medicaid,Government,$418,$418,$0,0.0%,2
702927004,Urgent care clinic (environment),Cigna Health,Commercial,"$9,353,278","$9,353,278",$0,0.0%,"80,195"
127783003,Spirometry (procedure),Dual Eligible,Government,"$245,229,602","$245,229,602",$0,0.0%,"35,884"
5880005,Physical examination procedure (procedure),Medicaid,Government,"$72,625,398","$72,625,398",$0,0.0%,"153,871"
371883000,Outpatient procedure,Humana,Commercial,"$7,945,656","$7,945,656",$0,0.0%,"66,329"
860975,(no description on file),Medicare,Government,"$3,014,803","$3,014,803",$0,0.0%,"398,133"
241046008,Dental X-ray bitewing (procedure),Anthem,Commercial,"$61,705,976","$61,705,976",$0,0.0%,"126,746"
351266,(no description on file),Cigna Health,Commercial,"$1,250,270","$1,250,270",$0,0.0%,"4,736"
861467,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$112,168","$112,168",$0,0.0%,"1,136"
9564003,Complete blood count with white cell differential  automated (procedure),Medicaid,Government,"$2,223,973","$2,223,973",$0,0.0%,"4,824"
81733005,Dental surgical procedure (procedure),UnitedHealthcare,Commercial,"$14,920,350","$14,920,350",$0,0.0%,"28,941"
1049625,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$7,013,565","$7,013,565",$0,0.0%,"27,812"
314098000,Rubella screening test (procedure),Humana,Commercial,"$4,657,538","$4,657,538",$0,0.0%,"9,131"
84478008,Occupational therapy (regime/therapy),Aetna,Commercial,"$4,920,480","$4,920,480",$0,0.0%,"3,637"
169690007,Rubella screening,NO_INSURANCE,Self-Pay / Uninsured,"$18,588,255","$18,588,255",$0,0.0%,"9,959"
271442007,Fetal anatomy study,Anthem,Commercial,"$6,859,413","$6,859,413",$0,0.0%,"14,160"
2563431,(no description on file),Medicaid,Government,"$655,825","$655,825",$0,0.0%,"2,897"
